  1.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  9.9900000E-01  3.3332592E-04  5.5627856E-09  6.1880905E-14
  9.9800000E-01  6.6663696E-04  2.2280126E-08  4.9627162E-13
  9.9700000E-01  9.9993307E-04  5.0195638E-08  1.6790628E-12
  9.9600000E-01  1.3332142E-03  8.9353130E-08  3.9898620E-12
  9.9500000E-01  1.6664803E-03  1.3979660E-07  7.8120247E-12
  9.9400000E-01  1.9997312E-03  2.0157024E-07  1.3532687E-11
  9.9300000E-01  2.3329670E-03  2.7471844E-07  2.1542797E-11
  9.9200000E-01  2.6661876E-03  3.5928577E-07  3.2237148E-11
  9.9100000E-01  2.9993928E-03  4.5531701E-07  4.6014410E-11
  9.9000000E-01  3.3325828E-03  5.6285713E-07  6.3277163E-11
  9.8900000E-01  3.6657573E-03  6.8195130E-07  8.4431933E-11
  9.8800000E-01  3.9989163E-03  8.1264489E-07  1.0988922E-10
  9.8700000E-01  4.3320598E-03  9.5498346E-07  1.4006354E-10
  9.8600000E-01  4.6651877E-03  1.1090128E-06  1.7537345E-10
  9.8500000E-01  4.9982999E-03  1.2747788E-06  2.1624158E-10
  9.8400000E-01  5.3313965E-03  1.4523277E-06  2.6309469E-10
  9.8300000E-01  5.6644772E-03  1.6417059E-06  3.1636368E-10
  9.8200000E-01  5.9975421E-03  1.8429600E-06  3.7648363E-10
  9.8100000E-01  6.3305911E-03  2.0561366E-06  4.4389386E-10
  9.8000000E-01  6.6636241E-03  2.2812829E-06  5.1903793E-10
  9.7900000E-01  6.9966411E-03  2.5184460E-06  6.0236368E-10
  9.7800000E-01  7.3296419E-03  2.7676734E-06  6.9432331E-10
  9.7700000E-01  7.6626267E-03  3.0290126E-06  7.9537338E-10
  9.7600000E-01  7.9955951E-03  3.3025114E-06  9.0597482E-10
  9.7500000E-01  8.3285473E-03  3.5882180E-06  1.0265930E-09
  9.7400000E-01  8.6614832E-03  3.8861806E-06  1.1576979E-09
  9.7300000E-01  8.9944026E-03  4.1964476E-06  1.2997638E-09
  9.7200000E-01  9.3273055E-03  4.5190678E-06  1.4532698E-09
  9.7100000E-01  9.6601918E-03  4.8540900E-06  1.6186992E-09
  9.7000000E-01  9.9930616E-03  5.2015633E-06  1.7965404E-09
  9.6900000E-01  1.0325915E-02  5.5615372E-06  1.9872861E-09
  9.6800000E-01  1.0658751E-02  5.9340611E-06  2.1914340E-09
  9.6700000E-01  1.0991570E-02  6.3191848E-06  2.4094863E-09
  9.6600000E-01  1.1324373E-02  6.7169584E-06  2.6419501E-09
  9.6500000E-01  1.1657159E-02  7.1274321E-06  2.8893375E-09
  9.6400000E-01  1.1989927E-02  7.5506563E-06  3.1521652E-09
  9.6300000E-01  1.2322679E-02  7.9866817E-06  3.4309550E-09
  9.6200000E-01  1.2655413E-02  8.4355592E-06  3.7262335E-09
  9.6100000E-01  1.2988130E-02  8.8973400E-06  4.0385325E-09
  9.6000000E-01  1.3320830E-02  9.3720753E-06  4.3683888E-09
  9.5900000E-01  1.3653512E-02  9.8598169E-06  4.7163441E-09
  9.5800000E-01  1.3986177E-02  1.0360617E-05  5.0829455E-09
  9.5700000E-01  1.4318825E-02  1.0874526E-05  5.4687451E-09
  9.5600000E-01  1.4651455E-02  1.1401598E-05  5.8743003E-09
  9.5500000E-01  1.4984067E-02  1.1941885E-05  6.3001736E-09
  9.5400000E-01  1.5316662E-02  1.2495440E-05  6.7469332E-09
  9.5300000E-01  1.5649238E-02  1.3062315E-05  7.2151522E-09
  9.5200000E-01  1.5981797E-02  1.3642565E-05  7.7054094E-09
  9.5100000E-01  1.6314338E-02  1.4236242E-05  8.2182890E-09
  9.5000000E-01  1.6646861E-02  1.4843399E-05  8.7543806E-09
  9.4900000E-01  1.6979366E-02  1.5464093E-05  9.3142793E-09
  9.4800000E-01  1.7311852E-02  1.6098375E-05  9.8985861E-09
  9.4700000E-01  1.7644321E-02  1.6746301E-05  1.0507907E-08
  9.4600000E-01  1.7976771E-02  1.7407926E-05  1.1142855E-08
  9.4500000E-01  1.8309203E-02  1.8083304E-05  1.1804047E-08
  9.4400000E-01  1.8641616E-02  1.8772491E-05  1.2492107E-08
  9.4300000E-01  1.8974011E-02  1.9475542E-05  1.3207665E-08
  9.4200000E-01  1.9306387E-02  2.0192513E-05  1.3951355E-08
  9.4100000E-01  1.9638744E-02  2.0923460E-05  1.4723820E-08
  9.4000000E-01  1.9971083E-02  2.1668439E-05  1.5525706E-08
  9.3900000E-01  2.0303403E-02  2.2427506E-05  1.6357667E-08
  9.3800000E-01  2.0635704E-02  2.3200719E-05  1.7220362E-08
  9.3700000E-01  2.0967986E-02  2.3988134E-05  1.8114457E-08
  9.3600000E-01  2.1300249E-02  2.4789809E-05  1.9040623E-08
  9.3500000E-01  2.1632492E-02  2.5605800E-05  1.9999539E-08
  9.3400000E-01  2.1964717E-02  2.6436167E-05  2.0991889E-08
