  1.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  9.9900000E-01  3.3325917E-04  5.5611151E-08  6.1862316E-12
  9.9800000E-01  6.6636969E-04  2.2266730E-07  4.9597319E-11
  9.9700000E-01  9.9933105E-04  5.0150320E-07  1.6775467E-10
  9.9600000E-01  1.3321427E-03  8.9245456E-07  3.9850530E-10
  9.9500000E-01  1.6648042E-03  1.3958580E-06  7.8002421E-10
  9.9400000E-01  1.9973150E-03  2.0120513E-06  1.3508167E-09
  9.9300000E-01  2.3296746E-03  2.7413728E-06  2.1497207E-09
  9.9200000E-01  2.6618824E-03  3.5841622E-06  3.2159094E-09
  9.9100000E-01  2.9939380E-03  4.5407599E-06  4.5888933E-09
  9.9000000E-01  3.3258408E-03  5.6115074E-06  6.3085228E-09
  9.8900000E-01  3.6575903E-03  6.7967471E-06  8.4149908E-09
  9.8800000E-01  3.9891860E-03  8.0968225E-06  1.0948835E-08
  9.8700000E-01  4.3206273E-03  9.5120779E-06  1.3950940E-08
  9.8600000E-01  4.6519138E-03  1.1042859E-05  1.7462541E-08
  9.8500000E-01  4.9830448E-03  1.2689511E-05  2.1525224E-08
  9.8400000E-01  5.3140199E-03  1.4452382E-05  2.6180932E-08
  9.8300000E-01  5.6448385E-03  1.6331821E-05  3.1471963E-08
  9.8200000E-01  5.9755000E-03  1.8328176E-05  3.7440977E-08
  9.8100000E-01  6.3060041E-03  2.0441798E-05  4.4130995E-08
  9.8000000E-01  6.6363500E-03  2.2673038E-05  5.1585404E-08
  9.7900000E-01  6.9665373E-03  2.5022248E-05  5.9847957E-08
  9.7800000E-01  7.2965654E-03  2.7489781E-05  6.8962781E-08
  9.7700000E-01  7.6264337E-03  3.0075992E-05  7.8974372E-08
  9.7600000E-01  7.9561418E-03  3.2781236E-05  8.9927604E-08
  9.7500000E-01  8.2856891E-03  3.5605869E-05  1.0186773E-07
  9.7400000E-01  8.6150749E-03  3.8550248E-05  1.1484038E-07
  9.7300000E-01  8.9442989E-03  4.1614732E-05  1.2889157E-07
  9.7200000E-01  9.2733603E-03  4.4799680E-05  1.4406771E-07
  9.7100000E-01  9.6022587E-03  4.8105451E-05  1.6041559E-07
  9.7000000E-01  9.9309935E-03  5.1532407E-05  1.7798239E-07
  9.6900000E-01  1.0259564E-02  5.5080911E-05  1.9681569E-07
  9.6800000E-01  1.0587970E-02  5.8751326E-05  2.1696347E-07
  9.6700000E-01  1.0916211E-02  6.2544015E-05  2.3847411E-07
  9.6600000E-01  1.1244285E-02  6.6459345E-05  2.6139638E-07
  9.6500000E-01  1.1572193E-02  7.0497681E-05  2.8577949E-07
  9.6400000E-01  1.1899935E-02  7.4659392E-05  3.1167302E-07
  9.6300000E-01  1.2227508E-02  7.8944844E-05  3.3912698E-07
  9.6200000E-01  1.2554914E-02  8.3354408E-05  3.6819180E-07
  9.6100000E-01  1.2882151E-02  8.7888454E-05  3.9891833E-07
  9.6000000E-01  1.3209218E-02  9.2547354E-05  4.3135781E-07
  9.5900000E-01  1.3536115E-02  9.7331480E-05  4.6556195E-07
  9.5800000E-01  1.3862842E-02  1.0224121E-04  5.0158286E-07
  9.5700000E-01  1.4189398E-02  1.0727691E-04  5.3947307E-07
  9.5600000E-01  1.4515783E-02  1.1243895E-04  5.7928558E-07
  9.5500000E-01  1.4841995E-02  1.1772773E-04  6.2107380E-07
  9.5400000E-01  1.5168034E-02  1.2314361E-04  6.6489157E-07
  9.5300000E-01  1.5493899E-02  1.2868697E-04  7.1079320E-07
  9.5200000E-01  1.5819591E-02  1.3435820E-04  7.5883344E-07
  9.5100000E-01  1.6145108E-02  1.4015767E-04  8.0906746E-07
  9.5000000E-01  1.6470450E-02  1.4608576E-04  8.6155092E-07
  9.4900000E-01  1.6795616E-02  1.5214287E-04  9.1633992E-07
  9.4800000E-01  1.7120605E-02  1.5832936E-04  9.7349101E-07
  9.4700000E-01  1.7445417E-02  1.6464564E-04  1.0330612E-06
  9.4600000E-01  1.7770052E-02  1.7109207E-04  1.0951080E-06
  9.4500000E-01  1.8094508E-02  1.7766906E-04  1.1596894E-06
  9.4400000E-01  1.8418786E-02  1.8437699E-04  1.2268637E-06
  9.4300000E-01  1.8742884E-02  1.9121624E-04  1.2966899E-06
  9.4200000E-01  1.9066802E-02  1.9818722E-04  1.3692274E-06
  9.4100000E-01  1.9390539E-02  2.0529030E-04  1.4445360E-06
  9.4000000E-01  1.9714094E-02  2.1252589E-04  1.5226761E-06
